codice_cliente,prodotto,premio_totale_annuo,premio_simulato,p_claim,severity_pred,pure_premium_pred,loss_ratio_pred,loss_ratio_post,cluster_stream1,cluster_risposta,pricing_action
9512,assicurazione casa e famiglia: casa serena,127.0,120.64999999999999,0.003381130582350418,6595.297626465983,22.299562504547257,0.17558710633501778,0.18482853298422924,3,moderate_responder,Sconto prudente (-5%)
9513,polizza salute e infortuni: salute protetta,410.0,471.49999999999994,0.5809283836249236,7273.939826582304,4225.638106041415,10.306434404979061,8.962116873894837,4,moderate_responder,Aumento premio (+15%)
9513,assicurazione casa e famiglia: casa serena,278.0,319.7,0.5718394587579885,14912.970546905717,8527.825006016388,30.675629518044563,26.674460450473532,4,moderate_responder,Aumento premio (+15%)
9515,polizza salute e infortuni: salute protetta,994.0,1143.1,0.4626056422915578,8801.057143400834,4071.418692667646,4.095994660631435,3.561734487505596,4,moderate_responder,Aumento premio (+15%)
9515,assicurazione casa e famiglia: casa serena,313.0,359.95,0.4391519116051977,14884.313554452396,6536.474750368924,20.883305911721802,18.15939644497548,4,moderate_responder,Aumento premio (+15%)
9516,polizza salute e infortuni: salute protetta,976.0,1122.3999999999999,0.519835047565254,9753.26185672357,5070.087341206275,5.194761620088396,4.517184017468171,4,moderate_responder,Aumento premio (+15%)
9516,assicurazione casa e famiglia: casa serena,520.0,598.0,0.5239277260386537,11165.445788480678,5849.886622166544,11.249781965704893,9.78241910061295,4,moderate_responder,Aumento premio (+15%)
9519,polizza salute e infortuni: salute protetta,837.0,795.15,0.004350648602187315,3028.8365368702425,13.17740344538839,0.015743612240607396,0.01657222341116568,2,moderate_responder,Sconto prudente (-5%)
9520,polizza salute e infortuni: salute protetta,864.0,820.8,0.0023996363977386416,1763.5912529575908,4.231977761330531,0.004898122408947374,0.0051559183252077615,2,low_responder,Sconto prudente (-5%)
9521,assicurazione casa e famiglia: casa serena,726.0,689.6999999999999,0.004076492780145996,1954.5694891386238,7.967788410767247,0.01097491516634607,0.011552542280364286,3,moderate_responder,Sconto prudente (-5%)
9522,assicurazione casa e famiglia: casa serena,342.0,324.9,0.0037767681309312687,2350.9592685851158,8.87902804270975,0.025962070300320907,0.027328495052969377,3,moderate_responder,Sconto prudente (-5%)
9523,polizza salute e infortuni: salute protetta,655.0,622.25,0.004139283073284121,2494.3190456176453,10.324692604895322,0.01576288947312263,0.016592515234865924,3,moderate_responder,Sconto prudente (-5%)
9524,polizza salute e infortuni: salute protetta,505.0,580.75,0.5774564222776479,5811.248557347107,3355.742800891803,6.645035249290699,5.778291521122347,4,moderate_responder,Aumento premio (+15%)
9525,polizza salute e infortuni: salute protetta,532.0,478.8,0.003385914562086576,2927.191860134599,9.911221545251031,0.018630115686562088,0.020700128540624543,2,high_responder,Sconto selettivo (-10%)
9525,assicurazione casa e famiglia: casa serena,394.0,354.6,0.0030148575952228295,2593.4151207682457,7.818777274413877,0.019844612371608825,0.022049569301787583,2,high_responder,Sconto selettivo (-10%)
9526,polizza salute e infortuni: salute protetta,798.0,917.6999999999999,0.36089748216640666,5664.042060033565,2044.1385183507407,2.5615770906650885,2.227458339708773,4,high_responder,Aumento premio (+15%)
9527,polizza salute e infortuni: salute protetta,608.0,699.1999999999999,0.6826707944707919,6116.213583054058,4175.360385896563,6.867369055750925,5.971625265870371,4,moderate_responder,Aumento premio (+15%)
9527,assicurazione casa e famiglia: casa serena,449.0,516.3499999999999,0.6532659229348688,17043.2761766883,11133.791541398146,24.796863121154,21.5624896705687,4,moderate_responder,Aumento premio (+15%)
9528,polizza salute e infortuni: salute protetta,331.0,314.45,0.006695783296664218,3579.9159846184325,23.970341653269337,0.07241795061410676,0.07622942169905975,0,low_responder,Sconto prudente (-5%)
9531,polizza salute e infortuni: salute protetta,967.0,918.65,0.003869835741915418,2569.6747986878113,9.944219381061398,0.010283577436464734,0.010824818354173404,3,moderate_responder,Sconto prudente (-5%)
9532,assicurazione casa e famiglia: casa serena,476.0,452.2,0.008567029348972865,5066.5973042754185,43.40568780515431,0.09118841975872753,0.09598781027234478,3,moderate_responder,Sconto prudente (-5%)
9533,polizza salute e infortuni: salute protetta,340.0,323.0,0.0027721606176591205,3354.4089279489176,9.29896032558414,0.027349883310541587,0.02878935085320167,2,moderate_responder,Sconto prudente (-5%)
9533,assicurazione casa e famiglia: casa serena,744.0,706.8,0.0026622129312692845,2801.2802629975163,7.45760454026141,0.010023662016480389,0.010551223175242515,2,moderate_responder,Sconto prudente (-5%)
9535,assicurazione casa e famiglia: casa serena,465.0,441.75,0.010284008730851406,8605.330372393244,88.4972926815529,0.1903167584549525,0.20033342995258158,3,moderate_responder,Sconto prudente (-5%)
9537,assicurazione casa e famiglia: casa serena,561.0,532.9499999999999,0.005333149317497532,4811.308961352694,25.65942910350788,0.045738732804826876,0.04814603453139672,3,moderate_responder,Sconto prudente (-5%)
9538,assicurazione casa e famiglia: casa serena,796.0,915.4,0.2760373460373667,8323.727135284686,2297.6595475631975,2.886506969300499,2.5100060602613037,4,high_responder,Aumento premio (+15%)
9540,assicurazione casa e famiglia: casa serena,466.0,442.7,0.004823167270431266,3025.0348973037826,14.590249308588009,0.031309547872506456,0.03295741881316469,3,moderate_responder,Sconto prudente (-5%)
9541,assicurazione casa e famiglia: casa serena,299.0,284.05,0.007359014510676081,8245.67383790589,60.680033423451576,0.20294325559682802,0.21362447957560843,3,moderate_responder,Sconto prudente (-5%)
9542,polizza salute e infortuni: salute protetta,686.0,651.6999999999999,0.004067380356062021,3718.773603359351,15.125666702945802,0.022049076826451606,0.023209554554159587,0,moderate_responder,Sconto prudente (-5%)
9543,polizza salute e infortuni: salute protetta,664.0,630.8,0.0037640752736553293,5063.410906414559,19.059059793191757,0.028703403302999635,0.030214108739999617,0,low_responder,Sconto prudente (-5%)
9543,assicurazione casa e famiglia: casa serena,376.0,357.2,0.0038021269382019105,5668.7644514293725,21.55336202710099,0.05732277134867285,0.06033975931439248,0,low_responder,Sconto prudente (-5%)
9545,polizza salute e infortuni: salute protetta,317.0,301.15,0.00400822399831251,4549.405247018909,18.235035289150044,0.05752377062823358,0.060551337503403774,0,low_responder,Sconto prudente (-5%)
9546,assicurazione casa e famiglia: casa serena,549.0,521.55,0.004179338916946725,4654.363657172427,19.45216316604321,0.03543199119497852,0.037296832836819505,0,low_responder,Sconto prudente (-5%)
9547,assicurazione casa e famiglia: casa serena,721.0,829.15,0.3254481939696961,12491.36276662764,4065.291452619272,5.63840700779372,4.9029626154728,4,moderate_responder,Aumento premio (+15%)
9548,polizza salute e infortuni: salute protetta,705.0,634.5,0.00410090885838928,1972.1605461202946,8.087650653750556,0.011471844898936958,0.012746494332152176,2,high_responder,Sconto selettivo (-10%)
9548,assicurazione casa e famiglia: casa serena,712.0,640.8000000000001,0.00410090885838928,1972.1605461202946,8.087650653750556,0.011359059906953028,0.012621177674392251,2,high_responder,Sconto selettivo (-10%)
9550,polizza salute e infortuni: salute protetta,553.0,525.35,0.0037113712862425112,1332.2793558862975,4.944583346690072,0.008941380373761432,0.009411979340801508,2,moderate_responder,Sconto prudente (-5%)
9550,assicurazione casa e famiglia: casa serena,657.0,624.15,0.0036742245537699715,2140.473969059423,7.864582013823598,0.011970444465484929,0.012600467858405188,2,moderate_responder,Sconto prudente (-5%)
9550,assicurazione casa e famiglia: casa serena,177.0,168.15,0.003253944169484014,2297.5543892264154,7.476113708895699,0.04223793055873276,0.04446097953550817,2,moderate_responder,Sconto prudente (-5%)
9551,polizza salute e infortuni: salute protetta,672.0,840.0,0.37856074523212546,12518.8576255749,4739.148072192511,7.052303678857903,5.641842943086322,4,low_responder,Aumento forte / revisione coperture (+25%)
9551,assicurazione casa e famiglia: casa serena,302.0,377.5,0.4257870477086018,12840.828302778536,5467.458373173129,18.10416679858652,14.483333438869217,4,low_responder,Aumento forte / revisione coperture (+25%)
9552,polizza salute e infortuni: salute protetta,986.0,936.6999999999999,0.005502133425949477,3744.8446670686594,20.604635017667114,0.020897195758283076,0.021997048166613766,3,moderate_responder,Sconto prudente (-5%)
9553,assicurazione casa e famiglia: casa serena,514.0,462.6,0.0035743333393559356,3110.6586037414813,11.11853075470756,0.021631382791259843,0.024034869768066493,2,high_responder,Sconto selettivo (-10%)
9554,assicurazione casa e famiglia: casa serena,446.0,423.7,0.0045461874122965425,3945.7890208858576,17.938296378329184,0.0402203954671058,0.04233725838642715,2,moderate_responder,Sconto prudente (-5%)
9554,assicurazione casa e famiglia: casa serena,0.0,0.0,0.0028325086089048207,3676.532699155302,10.41381052127747,0.0,0.0,2,moderate_responder,Sconto prudente (-5%)
9555,assicurazione casa e famiglia: casa serena,449.0,426.54999999999995,0.0041006578419787365,5034.639506652878,20.64533397449208,0.04598069927503804,0.048400736078987414,3,moderate_responder,Sconto prudente (-5%)
9556,assicurazione casa e famiglia: casa serena,263.0,236.70000000000002,0.003374323446766396,5688.207895491803,19.19385327183973,0.0729804306914058,0.08108936743489534,2,high_responder,Sconto selettivo (-10%)
9557,polizza salute e infortuni: salute protetta,786.0,707.4,0.00316962801941843,1426.9617611890803,4.5229379809035795,0.005754374021505826,0.006393748912784251,2,high_responder,Sconto selettivo (-10%)
9557,assicurazione casa e famiglia: casa serena,539.0,485.1,0.003167528855056576,1706.6581171149714,5.4058888316781974,0.010029478351907602,0.01114386483545289,2,high_responder,Sconto selettivo (-10%)
9559,polizza salute e infortuni: salute protetta,516.0,464.40000000000003,0.003523455721428446,4532.3948799136815,15.969692671404855,0.03094901680504817,0.03438779645005352,2,high_responder,Sconto selettivo (-10%)
9562,assicurazione casa e famiglia: casa serena,791.0,909.65,0.4231999409943736,8394.603007411799,3552.5954974078645,4.491271172449892,3.9054531934346888,4,moderate_responder,Aumento premio (+15%)
9565,polizza salute e infortuni: salute protetta,695.0,625.5,0.0038571909735011026,840.7508851529756,3.2429367251751193,0.0046660960074462144,0.0051845511193846835,2,high_responder,Sconto selettivo (-10%)
9566,assicurazione casa e famiglia: casa serena,399.0,379.04999999999995,0.0076340984568421125,7038.502946888732,53.732624485321935,0.1346682317927868,0.1417560334660914,3,moderate_responder,Sconto prudente (-5%)
9567,polizza salute e infortuni: salute protetta,326.0,309.7,0.005705174467795622,5128.338463038929,29.25806566154394,0.08974866767344768,0.09447228176152388,2,moderate_responder,Sconto prudente (-5%)
9567,assicurazione casa e famiglia: casa serena,365.0,346.75,0.005705174467795622,5181.645707182115,29.562192789778194,0.08099230901309094,0.0852550621190431,2,moderate_responder,Sconto prudente (-5%)
9570,assicurazione casa e famiglia: casa serena,425.0,403.75,0.0035627003701464897,4052.1804203776073,14.43670468357966,0.03396871690254037,0.03575654410793724,0,moderate_responder,Sconto prudente (-5%)
9573,polizza salute e infortuni: salute protetta,507.0,481.65,0.00405083919412552,3763.9807775146637,15.247280859491449,0.030073532267241517,0.03165634975499107,3,moderate_responder,Sconto prudente (-5%)
9574,polizza salute e infortuni: salute protetta,391.0,449.65,0.4053062613322654,12624.52442391398,5116.798795354446,13.086441931852804,11.379514723350264,4,moderate_responder,Aumento premio (+15%)
9574,assicurazione casa e famiglia: casa serena,734.0,844.0999999999999,0.35592433005275537,7293.814280122364,2596.0459611817723,3.536847358558273,3.0755194422245853,4,moderate_responder,Aumento premio (+15%)
9575,assicurazione casa e famiglia: casa serena,550.0,522.5,0.003835277187562858,4497.930878190964,17.250811688360375,0.031365112160655226,0.03301590753753182,0,moderate_responder,Sconto prudente (-5%)
9576,polizza salute e infortuni: salute protetta,675.0,607.5,0.004701214898965943,2094.649373053707,9.84739684070976,0.014588736060310754,0.016209706733678615,2,high_responder,Sconto selettivo (-10%)
9577,assicurazione casa e famiglia: casa serena,239.0,274.84999999999997,0.8710997762572106,27192.73359038146,23687.584146403224,99.1112307380888,86.18367890268593,4,moderate_responder,Aumento premio (+15%)
9580,polizza salute e infortuni: salute protetta,911.0,865.4499999999999,0.0035074417672440964,1658.0402557013367,5.81547964461895,0.006383622002874808,0.006719602108289272,0,low_responder,Sconto prudente (-5%)
9580,assicurazione casa e famiglia: casa serena,712.0,676.4,0.004088497636935662,3324.3706184930093,13.591681418007013,0.019089440193830076,0.02009414757245271,0,low_responder,Sconto prudente (-5%)
9581,assicurazione casa e famiglia: casa serena,504.0,478.79999999999995,0.020739013090088763,1154.482380473898,23.942825200925007,0.04750560555739089,0.050005900586727256,3,moderate_responder,Sconto prudente (-5%)
9582,assicurazione casa e famiglia: casa serena,224.0,212.79999999999998,0.004567960743061912,7869.027917726035,35.945410614230745,0.1604705830992444,0.16891640326236254,3,moderate_responder,Sconto prudente (-5%)
9583,polizza salute e infortuni: salute protetta,402.0,381.9,0.004139283073284121,3328.3495790794586,13.77698107465593,0.03427109720063664,0.03607483915856489,3,moderate_responder,Sconto prudente (-5%)
9587,polizza salute e infortuni: salute protetta,691.0,794.65,0.3025805824757265,12020.744031839542,3637.243730945622,5.263739118589902,4.57716445094774,4,high_responder,Aumento premio (+15%)
9587,assicurazione casa e famiglia: casa serena,597.0,686.55,0.3990033850574547,16819.552997453124,6711.058581137055,11.241304156008466,9.775047092181277,4,high_responder,Aumento premio (+15%)
9588,assicurazione casa e famiglia: casa serena,544.0,489.6,0.006787645599406483,2278.946198363903,15.46867913460888,0.028435071938619265,0.031594524376243625,2,high_responder,Sconto selettivo (-10%)
9595,assicurazione casa e famiglia: casa serena,742.0,704.9,0.008770104599993266,4782.058956946447,41.939157255755035,0.05652177527729789,0.059496605555050416,3,moderate_responder,Sconto prudente (-5%)
9598,polizza salute e infortuni: salute protetta,655.0,622.25,0.008873607927592685,4658.958006386037,41.34176669978855,0.06311720106837947,0.06643915901934681,0,low_responder,Sconto prudente (-5%)
9599,polizza salute e infortuni: salute protetta,892.0,847.4,0.0021592420440476917,1950.079783530088,4.210694257845588,0.0047205092576744255,0.004968957113341501,2,moderate_responder,Sconto prudente (-5%)
9599,assicurazione casa e famiglia: casa serena,315.0,299.25,0.0031439034874094106,2498.733088471852,7.855775670951943,0.024938970383974423,0.026251547772604657,2,moderate_responder,Sconto prudente (-5%)
9600,polizza salute e infortuni: salute protetta,948.0,900.5999999999999,0.007558332391857162,3105.377050122441,23.471471946870288,0.02475893665281676,0.026062038581912382,3,moderate_responder,Sconto prudente (-5%)
9600,assicurazione casa e famiglia: casa serena,285.0,270.75,0.00739971164373065,7325.449918155945,54.20621705494428,0.1901972528243659,0.2002076345519641,3,moderate_responder,Sconto prudente (-5%)
9601,polizza salute e infortuni: salute protetta,674.0,640.3,0.006903560464707777,4790.559213749122,33.07191519188001,0.04906812343008903,0.051650656242198986,3,moderate_responder,Sconto prudente (-5%)
9604,polizza salute e infortuni: salute protetta,764.0,687.6,0.0037260183475195463,2523.26220176003,9.40172125936044,0.01230591787874403,0.013673242087493367,2,high_responder,Sconto selettivo (-10%)
9604,assicurazione casa e famiglia: casa serena,659.0,593.1,0.00390734357506488,2523.26220176003,9.859252352251117,0.014960929214341603,0.01662325468260178,2,high_responder,Sconto selettivo (-10%)
9605,polizza salute e infortuni: salute protetta,477.0,453.15,0.0034748758296554052,967.107060854442,3.3605769504521796,0.007045234696964737,0.007416036523120777,2,moderate_responder,Sconto prudente (-5%)
9605,assicurazione casa e famiglia: casa serena,746.0,708.6999999999999,0.0031800940569279086,1192.7876098154734,3.793176789151432,0.005084687384921491,0.005352302510443675,2,moderate_responder,Sconto prudente (-5%)
9606,polizza salute e infortuni: salute protetta,996.0,946.1999999999999,0.0020800414886881276,1468.2750181686267,3.0540729545950582,0.003066338307826364,0.003227724534554067,3,moderate_responder,Sconto prudente (-5%)
9606,assicurazione casa e famiglia: casa serena,358.0,340.09999999999997,0.0036138193121785667,4307.158254023005,15.565291678997651,0.04347846837708841,0.04576680881798781,3,moderate_responder,Sconto prudente (-5%)
9607,polizza salute e infortuni: salute protetta,599.0,688.8499999999999,0.5912853274799095,10344.217970595968,6116.384310267402,10.21099217073022,8.879123626721931,4,moderate_responder,Aumento premio (+15%)
9608,assicurazione casa e famiglia: casa serena,296.0,281.2,0.0053858986520797895,7247.460313372252,39.034086732793384,0.13187191463781547,0.1388125417240163,0,low_responder,Sconto prudente (-5%)
9609,polizza salute e infortuni: salute protetta,906.0,1041.8999999999999,0.4497824283154787,6179.983022733221,2779.6477709133806,3.0680438972553867,2.6678642584829455,4,moderate_responder,Aumento premio (+15%)
9610,assicurazione casa e famiglia: casa serena,472.0,448.4,0.004565594834007428,3659.382724160326,16.707258861082412,0.0353967348751746,0.037259720921236424,3,moderate_responder,Sconto prudente (-5%)
9612,assicurazione casa e famiglia: casa serena,707.0,671.65,0.015423917036485622,5806.146083636978,89.55351549573265,0.12666692432211124,0.13333360454959078,3,low_responder,Sconto prudente (-5%)
9615,polizza salute e infortuni: salute protetta,306.0,290.7,0.0035927099770287204,10089.86687378437,36.24996538433669,0.11846393916449899,0.12469888333105157,0,low_responder,Sconto prudente (-5%)
9615,assicurazione casa e famiglia: casa serena,565.0,536.75,0.0038350113097806084,5699.174844558748,21.85639998529994,0.038683893779291934,0.04071988818872835,0,low_responder,Sconto prudente (-5%)
9617,polizza salute e infortuni: salute protetta,505.0,479.75,0.0035188862112873966,3141.7283984149535,11.055384740792416,0.021891850971866172,0.02304405365459597,3,moderate_responder,Sconto prudente (-5%)
9617,assicurazione casa e famiglia: casa serena,424.0,402.79999999999995,0.0035188862112873966,4183.334136199077,14.720676809078803,0.03471857737990284,0.03654587092621352,3,moderate_responder,Sconto prudente (-5%)
9618,polizza salute e infortuni: salute protetta,494.0,469.29999999999995,0.004139283073284121,4489.081167674513,18.58157769195363,0.03761452974079682,0.03959424183241771,0,moderate_responder,Sconto prudente (-5%)
9620,assicurazione casa e famiglia: casa serena,768.0,729.5999999999999,0.00874379813832208,5281.022901607911,46.17619821551552,0.060125258093119166,0.06328974536117808,3,moderate_responder,Sconto prudente (-5%)
9622,polizza salute e infortuni: salute protetta,703.0,667.85,0.0036497665732453544,4844.050938325517,17.679655193798265,0.025148869407963393,0.026472494113645675,0,low_responder,Sconto prudente (-5%)
9623,polizza salute e infortuni: salute protetta,477.0,453.15,0.011621299458594561,5397.509895424847,62.72607882545956,0.13150121347056512,0.1384223299690159,3,moderate_responder,Sconto prudente (-5%)
9623,assicurazione casa e famiglia: casa serena,459.0,436.04999999999995,0.011621299458594561,5920.365288806484,68.80233792548883,0.14989616105770986,0.1577854326923262,3,moderate_responder,Sconto prudente (-5%)
9624,polizza salute e infortuni: salute protetta,757.0,681.3000000000001,0.002871815665240827,3329.527792222569,9.56179007155948,0.012631162578017807,0.014034625086686452,2,high_responder,Sconto selettivo (-10%)
9624,assicurazione casa e famiglia: casa serena,574.0,516.6,0.0029903938547756206,3252.603161375972,9.726564505802463,0.01694523433066631,0.01882803814518479,2,high_responder,Sconto selettivo (-10%)
9625,polizza salute e infortuni: salute protetta,602.0,692.3,0.46783367967139167,5916.475753669129,2767.9266225255988,4.597884755025912,3.9981606565442713,4,moderate_responder,Aumento premio (+15%)
9625,assicurazione casa e famiglia: casa serena,256.0,294.4,0.4585779491931391,7871.6006165363515,3609.7424675986895,14.10055651405738,12.26135349048468,4,moderate_responder,Aumento premio (+15%)
9626,polizza salute e infortuni: salute protetta,634.0,602.3,0.006973612914239822,4309.587650808705,30.053396096728044,0.04740283296013887,0.04989771890540934,3,low_responder,Sconto prudente (-5%)
9627,polizza salute e infortuni: salute protetta,368.0,349.59999999999997,0.003949245952396451,3878.583775744424,15.317481277389213,0.04162359042768808,0.04381430571335588,3,low_responder,Sconto prudente (-5%)
9627,assicurazione casa e famiglia: casa serena,391.0,371.45,0.003949245952396451,4413.949795433467,17.431773363696767,0.04458254057211449,0.04692899007590999,3,low_responder,Sconto prudente (-5%)
9628,polizza salute e infortuni: salute protetta,649.0,746.3499999999999,0.47770753748456884,5795.275006593072,2768.446552445445,4.265711174800377,3.709314065043807,4,high_responder,Aumento premio (+15%)
9630,polizza salute e infortuni: salute protetta,374.0,355.3,0.006695783296664218,5809.956739518349,38.902211290808665,0.10401660772943494,0.10949116603098413,0,moderate_responder,Sconto prudente (-5%)
9631,assicurazione casa e famiglia: casa serena,359.0,341.05,0.00853892403462163,3737.8778740300572,31.917455217035656,0.08890656049313553,0.09358585315066897,3,moderate_responder,Sconto prudente (-5%)
9632,polizza salute e infortuni: salute protetta,717.0,824.55,0.5256857817103991,5766.42587395992,3031.328093227692,4.227793714404034,3.6763423603513337,4,moderate_responder,Aumento premio (+15%)
9634,assicurazione casa e famiglia: casa serena,248.0,235.6,0.006932036752252493,6454.937579886179,44.745864537266755,0.18042687313414013,0.18992302435172648,3,moderate_responder,Sconto prudente (-5%)
9635,assicurazione casa e famiglia: casa serena,394.0,374.29999999999995,0.00912425716927669,4626.659712764811,42.21483305399796,0.10714424632994406,0.1127834171894148,0,low_responder,Sconto prudente (-5%)
9636,polizza salute e infortuni: salute protetta,371.0,426.65,0.29709124119706976,10144.451527506919,3013.8276955705405,8.123524785904422,7.063934596438628,4,moderate_responder,Aumento premio (+15%)
9636,assicurazione casa e famiglia: casa serena,529.0,608.3499999999999,0.29709124119706976,9677.930075037932,2875.2282582114694,5.43521409869843,4.726273129302983,4,moderate_responder,Aumento premio (+15%)
9637,polizza salute e infortuni: salute protetta,506.0,480.7,0.0035395701350998936,1866.1714231106503,6.6054446362193255,0.013054238411500644,0.013741303591053309,2,low_responder,Sconto prudente (-5%)
9637,assicurazione casa e famiglia: casa serena,510.0,484.5,0.0037143142914746016,1883.8832783553232,6.997334584265202,0.013720263890716082,0.014442383042859034,2,low_responder,Sconto prudente (-5%)
9638,polizza salute e infortuni: salute protetta,625.0,593.75,0.004139283073284121,3152.537323189387,13.04924437977426,0.020878791007638817,0.021977674744882963,0,moderate_responder,Sconto prudente (-5%)
9639,assicurazione casa e famiglia: casa serena,634.0,602.3,0.009261807515814294,6285.095475671654,58.21134451418614,0.09181600081101915,0.09664842190633595,0,low_responder,Sconto prudente (-5%)
9640,polizza salute e infortuni: salute protetta,723.0,686.85,0.004100378377259196,5808.8838012319575,23.818621534582725,0.03294415150011442,0.03467805421064676,0,low_responder,Sconto prudente (-5%)
9641,polizza salute e infortuni: salute protetta,834.0,959.0999999999999,0.3109437388175577,7083.118692513603,2202.4514087387106,2.640829027264641,2.2963730671866447,4,moderate_responder,Aumento premio (+15%)
9641,assicurazione casa e famiglia: casa serena,541.0,622.15,0.43320107885592285,4925.291753772836,2133.641701414573,3.9438848454982867,3.429465083041989,4,moderate_responder,Aumento premio (+15%)
9642,assicurazione casa e famiglia: casa serena,719.0,826.8499999999999,0.489794838323057,10300.37659970949,5045.071291321309,7.016789000446884,6.101555652562508,4,moderate_responder,Aumento premio (+15%)
9643,assicurazione casa e famiglia: casa serena,621.0,589.9499999999999,0.008047360009541489,6781.653214771144,54.57440487912778,0.08788148933837002,0.09250683088249477,3,moderate_responder,Sconto prudente (-5%)
9644,polizza salute e infortuni: salute protetta,416.0,478.4,0.26705428737838055,6357.231009051358,1697.7257968219535,4.08107162697585,3.548757936500739,4,high_responder,Aumento premio (+15%)
9644,assicurazione casa e famiglia: casa serena,794.0,913.0999999999999,0.32102359724853036,6348.261657269133,2037.941793491454,2.5666773217776497,2.2318933232849134,4,high_responder,Aumento premio (+15%)
9646,polizza salute e infortuni: salute protetta,593.0,681.9499999999999,0.3240269875225248,6963.2349473956065,2256.2760434161646,3.804849988897411,3.3085652077368795,4,moderate_responder,Aumento premio (+15%)
9646,assicurazione casa e famiglia: casa serena,481.0,553.15,0.3240269875225248,17439.367224804122,5650.825626152333,11.748078224848925,10.215720195520804,4,moderate_responder,Aumento premio (+15%)
9647,polizza salute e infortuni: salute protetta,745.0,707.75,0.004109411996545656,3338.730525948752,13.72021927656699,0.018416401713512737,0.019385686014223934,3,moderate_responder,Sconto prudente (-5%)
9648,polizza salute e infortuni: salute protetta,779.0,740.05,0.0036995706553069616,3448.766850862783,12.758956638447353,0.016378634965914445,0.017240668385173102,2,moderate_responder,Sconto prudente (-5%)
9650,assicurazione casa e famiglia: casa serena,595.0,565.25,0.004439153932828972,3527.929294843334,15.66102120394633,0.026321044040245933,0.027706362147627298,3,moderate_responder,Sconto prudente (-5%)
9651,polizza salute e infortuni: salute protetta,300.0,270.0,0.004100051120181343,970.0731019597604,3.9773493083479052,0.01325783102782635,0.0147309233642515,2,high_responder,Sconto selettivo (-10%)
9652,polizza salute e infortuni: salute protetta,827.0,785.65,0.0051723193090595755,3399.7607245375457,17.58464804170792,0.021263177801339683,0.022382292422462827,0,low_responder,Sconto prudente (-5%)
9654,assicurazione casa e famiglia: casa serena,296.0,281.2,0.009512578756381035,5693.6915180163915,54.16168897966961,0.18297867898537032,0.19260913577407401,3,moderate_responder,Sconto prudente (-5%)
